Date,Time,Temperature,Humidity
01/16/22,04:28,19.3*C,30.3%
01/16/22,04:28,19.3*C,29.7%
01/16/22,04:28,19.3*C,30.3%
01/16/22,04:28,19.3*C,30.3%
01/16/22,04:28,19.3*C,30.3%
01/16/22,04:29,19.2*C,30.2%
01/16/22,04:29,19.3*C,30.3%
01/16/22,04:29,19.3*C,30.3%
01/16/22,04:29,19.3*C,30.3%
01/16/22,04:30,19.3*C,30.3%
01/16/22,04:30,19.3*C,30.4%
01/16/22,04:30,19.3*C,30.3%
01/16/22,04:30,19.3*C,30.3%
01/16/22,04:30,19.3*C,30.3%
01/16/22,04:31,19.3*C,30.3%
01/16/22,04:31,19.3*C,30.3%
01/16/22,04:31,19.3*C,30.4%
01/16/22,04:31,19.3*C,30.4%
01/16/22,04:32,19.3*C,30.4%
01/16/22,04:32,19.3*C,30.4%
01/16/22,04:32,19.3*C,30.4%
01/16/22,04:32,19.3*C,30.4%
01/16/22,04:33,19.3*C,30.4%
01/16/22,04:33,19.3*C,30.4%
01/16/22,04:33,19.3*C,30.4%
01/16/22,04:33,19.3*C,30.4%
01/16/22,04:33,19.3*C,30.4%
01/16/22,04:34,19.3*C,30.4%
01/16/22,04:34,19.3*C,30.4%
01/16/22,04:34,19.3*C,30.4%
01/16/22,04:34,19.3*C,30.4%
01/16/22,04:34,19.3*C,30.4%
01/16/22,04:35,19.3*C,30.4%
01/16/22,04:35,19.3*C,30.4%
01/16/22,04:35,19.3*C,30.4%
01/16/22,04:35,19.3*C,30.4%
01/16/22,04:36,19.3*C,30.4%
01/16/22,04:36,19.3*C,30.5%
01/16/22,04:36,19.3*C,30.4%
01/16/22,04:36,19.3*C,30.4%
01/16/22,04:36,19.3*C,30.5%
01/16/22,04:37,19.3*C,30.4%
01/16/22,04:37,19.3*C,30.5%
01/16/22,04:37,19.3*C,30.4%
01/16/22,04:37,19.3*C,30.5%
01/16/22,04:38,19.3*C,30.4%
01/16/22,04:38,19.3*C,30.5%
01/16/22,04:38,19.3*C,30.5%
01/16/22,04:38,19.3*C,30.5%
01/16/22,04:38,19.3*C,30.5%
01/16/22,04:39,19.3*C,30.5%
01/16/22,04:39,19.3*C,30.5%
01/16/22,04:39,19.3*C,30.5%
01/16/22,04:39,19.3*C,30.5%
01/16/22,04:40,19.3*C,30.5%
01/16/22,04:40,19.3*C,30.5%
01/16/22,04:40,19.3*C,30.5%
01/16/22,04:40,19.3*C,30.5%
01/16/22,04:40,19.3*C,30.5%
01/16/22,04:41,19.3*C,30.5%
01/16/22,04:41,19.3*C,30.5%
01/16/22,04:41,19.3*C,30.4%
01/16/22,04:41,19.3*C,30.5%
01/16/22,04:42,19.3*C,30.5%
01/16/22,04:42,19.3*C,30.5%
01/16/22,04:42,19.4*C,30.5%
01/16/22,04:42,19.3*C,30.4%
01/16/22,04:42,19.3*C,30.4%
01/16/22,04:43,19.3*C,30.5%
01/16/22,04:43,19.3*C,30.5%
01/16/22,04:43,19.4*C,30.5%
01/16/22,04:43,19.3*C,30.5%
01/16/22,04:44,19.4*C,30.6%
01/16/22,04:44,19.3*C,30.5%
01/16/22,04:44,19.3*C,30.5%
01/16/22,04:44,19.3*C,30.5%
01/16/22,04:45,19.3*C,30.5%
01/16/22,04:45,19.4*C,30.6%
01/16/22,04:45,19.4*C,30.6%
01/16/22,04:45,19.3*C,30.5%
01/16/22,04:45,19.3*C,30.5%
01/16/22,04:46,19.3*C,30.6%
01/16/22,04:46,19.3*C,30.6%
01/16/22,04:46,19.3*C,30.6%
01/16/22,04:46,19.4*C,30.6%
01/16/22,04:47,19.4*C,30.6%
01/16/22,04:47,19.4*C,30.6%
01/16/22,04:47,19.3*C,30.5%
01/16/22,04:47,19.4*C,30.6%
01/16/22,04:48,19.4*C,30.6%
01/16/22,04:48,19.4*C,30.6%
01/16/22,04:48,19.4*C,30.6%
01/16/22,04:48,19.3*C,30.5%
01/16/22,04:49,19.4*C,30.6%
01/16/22,04:49,19.4*C,30.6%
01/16/22,04:49,19.4*C,30.6%
01/16/22,04:49,19.4*C,30.6%
01/16/22,04:50,19.4*C,30.6%
01/16/22,04:50,19.4*C,30.7%
01/16/22,04:50,19.4*C,30.6%
01/16/22,04:50,19.4*C,30.7%
01/16/22,04:51,19.4*C,30.7%
01/16/22,04:51,19.4*C,30.7%
01/16/22,04:51,19.4*C,30.7%
01/16/22,04:51,19.3*C,30.6%
01/16/22,04:51,19.4*C,30.7%
01/16/22,04:52,19.4*C,30.7%
01/16/22,04:52,19.4*C,30.7%
01/16/22,04:52,19.4*C,30.7%
01/16/22,04:52,19.4*C,30.7%
01/16/22,04:53,19.4*C,30.7%
01/16/22,04:53,19.4*C,30.7%
01/16/22,04:53,19.4*C,30.7%
01/16/22,04:53,19.4*C,30.7%
01/16/22,04:54,19.4*C,30.7%
01/16/22,04:54,19.4*C,30.8%
01/16/22,04:54,19.4*C,30.8%
01/16/22,04:54,19.4*C,30.8%
01/16/22,04:54,19.4*C,30.8%
01/16/22,04:55,19.4*C,30.8%
01/16/22,04:55,19.4*C,30.8%
01/16/22,04:55,19.4*C,30.8%
01/16/22,04:55,19.4*C,30.8%
01/16/22,04:56,19.4*C,30.8%
01/16/22,04:56,19.4*C,30.8%
01/16/22,04:56,19.4*C,30.8%
01/16/22,04:56,19.4*C,30.8%
01/16/22,04:56,19.4*C,30.7%
01/16/22,04:57,19.4*C,30.7%
01/16/22,04:57,19.4*C,30.7%
01/16/22,04:57,19.4*C,30.7%
01/16/22,04:57,19.4*C,30.7%
01/16/22,04:57,19.4*C,31.4%
01/16/22,04:58,19.4*C,30.8%
01/16/22,04:58,19.4*C,30.7%
01/16/22,04:58,19.4*C,30.8%
01/16/22,04:58,19.4*C,30.8%
01/16/22,04:59,19.4*C,30.7%
01/16/22,04:59,19.4*C,30.7%
01/16/22,04:59,19.4*C,30.8%
01/16/22,04:59,19.4*C,30.7%
01/16/22,04:59,19.4*C,30.7%
01/16/22,05:00,19.4*C,30.7%
01/16/22,05:00,19.4*C,30.7%
01/16/22,05:00,19.4*C,30.8%
01/16/22,05:00,19.4*C,30.8%
01/16/22,05:01,19.4*C,30.8%
01/16/22,05:01,19.4*C,30.8%
01/16/22,05:01,19.4*C,30.8%
01/16/22,05:01,19.4*C,30.8%
01/16/22,05:02,19.4*C,30.8%
01/16/22,05:02,19.4*C,30.9%
01/16/22,05:02,19.4*C,30.9%
01/16/22,05:02,19.4*C,30.8%
01/16/22,05:03,19.4*C,30.8%
01/16/22,05:03,19.4*C,30.8%
01/16/22,05:03,19.4*C,30.8%
01/16/22,05:03,19.4*C,30.9%
01/16/22,05:04,19.4*C,30.9%
01/16/22,05:04,19.4*C,30.8%
01/16/22,05:04,19.4*C,30.9%
01/16/22,05:04,19.4*C,30.9%
01/16/22,05:04,19.4*C,30.9%
01/16/22,05:05,19.4*C,30.9%
01/16/22,05:05,19.5*C,31.0%
01/16/22,05:05,19.4*C,30.9%
01/16/22,05:05,19.4*C,30.9%
01/16/22,05:06,19.4*C,30.9%
01/16/22,05:06,19.4*C,30.9%
01/16/22,05:06,19.4*C,30.9%
01/16/22,05:06,19.4*C,30.9%
01/16/22,05:06,19.4*C,30.9%
01/16/22,05:07,19.4*C,30.9%
01/16/22,05:07,19.4*C,31.0%
01/16/22,05:07,19.4*C,31.0%
01/16/22,05:07,19.4*C,31.0%
01/16/22,05:08,19.4*C,30.5%
01/16/22,05:08,19.4*C,31.0%
01/16/22,05:08,19.4*C,31.0%
01/16/22,05:08,19.4*C,31.0%
01/16/22,05:08,19.4*C,31.0%
01/16/22,05:09,19.5*C,31.1%
01/16/22,05:09,19.4*C,31.0%
01/16/22,05:09,19.4*C,31.0%
01/16/22,05:09,19.5*C,31.0%
01/16/22,05:10,19.4*C,31.0%
01/16/22,05:10,19.5*C,31.0%
01/16/22,05:10,19.5*C,31.0%
01/16/22,05:10,19.5*C,31.1%
01/16/22,05:10,19.4*C,31.0%
01/16/22,05:11,19.5*C,31.1%
01/16/22,05:11,19.5*C,31.1%
01/16/22,05:11,19.5*C,30.9%
01/16/22,05:11,19.5*C,30.9%
01/16/22,05:12,19.5*C,30.9%
01/16/22,05:12,19.5*C,31.0%
01/16/22,05:12,19.5*C,31.0%
01/16/22,05:12,19.5*C,31.0%
01/16/22,05:13,19.5*C,31.0%
01/16/22,05:13,19.5*C,31.0%
01/16/22,05:13,19.5*C,31.0%
01/16/22,05:13,19.5*C,31.0%
01/16/22,05:13,19.5*C,31.1%
01/16/22,05:14,19.5*C,31.1%
01/16/22,05:14,19.5*C,31.1%
01/16/22,05:14,19.4*C,31.1%
01/16/22,05:14,19.5*C,31.2%
01/16/22,05:15,19.5*C,31.2%
01/16/22,05:15,19.5*C,31.2%
01/16/22,05:15,19.5*C,31.2%
01/16/22,05:15,19.5*C,31.2%
01/16/22,05:15,19.5*C,31.2%
01/16/22,05:16,19.5*C,31.2%
01/16/22,05:16,19.5*C,31.3%
01/16/22,05:16,19.5*C,31.4%
01/16/22,05:16,19.5*C,31.4%
01/16/22,05:17,19.5*C,31.4%
01/16/22,05:17,19.5*C,31.4%
01/16/22,05:17,19.5*C,31.4%
01/16/22,05:17,19.4*C,31.3%
01/16/22,05:18,19.4*C,31.3%
01/16/22,05:18,19.5*C,31.4%
01/16/22,05:18,19.5*C,31.4%
01/16/22,05:18,19.5*C,31.4%
01/16/22,05:19,19.5*C,31.4%
01/16/22,05:19,19.5*C,31.4%
01/16/22,05:19,19.5*C,31.4%
01/16/22,05:19,19.5*C,31.4%
01/16/22,05:19,19.4*C,31.3%
01/16/22,05:20,19.5*C,31.4%
01/16/22,05:20,19.5*C,31.5%
01/16/22,05:20,19.5*C,31.5%
01/16/22,05:20,19.5*C,31.5%
01/16/22,05:21,19.5*C,31.4%
01/16/22,05:21,19.5*C,31.4%
01/16/22,05:21,19.5*C,31.4%
01/16/22,05:21,19.5*C,31.4%
01/16/22,05:22,19.5*C,31.4%
01/16/22,05:22,19.5*C,31.4%
01/16/22,05:22,19.5*C,31.4%
01/16/22,05:22,19.5*C,31.4%
01/16/22,05:23,19.5*C,31.4%
01/16/22,05:23,19.5*C,31.4%
01/16/22,05:23,19.5*C,31.4%
01/16/22,05:23,19.5*C,31.7%
01/16/22,05:24,19.5*C,31.4%
01/16/22,05:24,19.5*C,31.4%
01/16/22,05:24,19.5*C,31.4%
01/16/22,05:24,19.5*C,31.4%
01/16/22,05:24,19.5*C,31.4%
01/16/22,05:25,19.5*C,31.4%
01/16/22,05:25,19.5*C,31.4%
01/16/22,05:25,19.5*C,31.5%
01/16/22,05:25,19.5*C,31.5%
01/16/22,05:26,19.5*C,31.5%
01/16/22,05:26,19.5*C,31.5%
01/16/22,05:26,19.5*C,31.5%
01/16/22,05:26,19.5*C,31.6%
01/16/22,05:27,19.5*C,31.5%
01/16/22,05:27,19.5*C,31.5%
01/16/22,05:27,19.5*C,31.5%
01/16/22,05:28,19.5*C,31.5%
01/16/22,05:28,19.5*C,31.6%
01/16/22,05:28,19.5*C,31.6%
01/16/22,05:28,19.5*C,31.6%
01/16/22,05:29,19.5*C,31.7%
01/16/22,05:29,19.5*C,31.7%
01/16/22,05:29,19.5*C,31.6%
01/16/22,05:29,19.5*C,31.6%
01/16/22,05:30,19.5*C,31.6%
01/16/22,05:30,19.5*C,31.6%
01/16/22,05:30,19.5*C,31.6%
01/16/22,05:30,19.5*C,31.6%
01/16/22,05:31,19.5*C,31.6%
01/16/22,05:31,19.5*C,31.7%
01/16/22,05:31,19.5*C,31.6%
01/16/22,05:31,19.5*C,31.7%
01/16/22,05:31,19.5*C,31.7%
01/16/22,05:32,19.5*C,31.7%
01/16/22,05:32,19.5*C,31.7%
01/16/22,05:32,19.5*C,31.7%
01/16/22,05:32,19.5*C,31.7%
01/16/22,05:33,19.5*C,31.7%
01/16/22,05:33,19.5*C,31.7%
01/16/22,05:33,19.5*C,31.7%
01/16/22,05:33,19.5*C,31.7%
01/16/22,05:33,19.5*C,31.6%
01/16/22,05:34,19.5*C,31.6%
01/16/22,05:34,19.5*C,31.6%
01/16/22,05:34,19.6*C,31.6%
01/16/22,05:34,19.5*C,31.6%
01/16/22,05:35,19.5*C,31.6%
01/16/22,05:35,19.5*C,31.6%
01/16/22,05:35,19.5*C,31.6%
01/16/22,05:35,19.6*C,31.7%
01/16/22,05:35,19.5*C,31.7%
01/16/22,05:36,19.5*C,31.7%
01/16/22,05:36,19.5*C,31.7%
01/16/22,05:36,19.5*C,31.7%
01/16/22,05:36,19.5*C,31.7%
01/16/22,05:36,19.5*C,31.7%
01/16/22,05:37,19.5*C,31.7%
01/16/22,05:37,19.6*C,31.8%
01/16/22,05:37,19.5*C,31.7%
01/16/22,05:37,19.5*C,31.8%
01/16/22,05:38,19.5*C,31.8%
01/16/22,05:38,19.5*C,31.8%
01/16/22,05:38,19.5*C,31.8%
01/16/22,05:38,19.5*C,31.8%
01/16/22,05:39,19.6*C,31.8%
01/16/22,05:39,19.6*C,31.8%
01/16/22,05:39,19.5*C,31.7%
01/16/22,05:39,19.6*C,31.8%
01/16/22,05:40,19.6*C,31.8%
01/16/22,05:40,19.5*C,31.7%
01/16/22,05:40,19.5*C,31.8%
01/16/22,05:40,19.6*C,31.8%
01/16/22,05:41,19.6*C,31.8%
01/16/22,05:41,19.5*C,31.9%
01/16/22,05:41,19.6*C,32.0%
01/16/22,05:41,19.6*C,32.0%
01/16/22,05:42,19.6*C,32.0%
01/16/22,05:42,19.6*C,32.0%
01/16/22,05:42,19.6*C,32.0%
01/16/22,05:42,19.6*C,32.0%
01/16/22,05:42,19.5*C,31.9%
01/16/22,05:43,19.6*C,32.0%
01/16/22,05:43,19.6*C,32.0%
01/16/22,05:43,19.6*C,32.0%
01/16/22,05:43,19.6*C,32.0%
01/16/22,05:43,19.6*C,32.0%
01/16/22,05:44,19.6*C,31.9%
01/16/22,05:44,19.6*C,31.9%
01/16/22,05:44,19.6*C,31.8%
01/16/22,05:44,19.6*C,31.8%
01/16/22,05:45,19.6*C,31.8%
01/16/22,05:45,19.6*C,31.9%
01/16/22,05:45,19.6*C,31.8%
01/16/22,05:45,19.6*C,31.9%
01/16/22,05:46,19.6*C,31.8%
01/16/22,05:46,19.6*C,31.8%
01/16/22,05:46,19.6*C,31.9%
01/16/22,05:46,19.6*C,31.9%
01/16/22,05:46,19.6*C,31.9%
01/16/22,05:47,19.6*C,31.9%
01/16/22,05:47,19.6*C,32.0%
01/16/22,05:47,19.6*C,32.0%
01/16/22,05:47,19.6*C,32.0%
01/16/22,05:47,19.6*C,32.0%
01/16/22,05:48,19.6*C,32.0%
01/16/22,05:48,19.6*C,32.0%
01/16/22,05:48,19.6*C,32.0%
01/16/22,05:49,19.6*C,32.1%
01/16/22,05:49,19.6*C,32.0%
01/16/22,05:49,19.6*C,32.0%
01/16/22,05:49,19.6*C,32.0%
01/16/22,05:49,19.6*C,32.0%
01/16/22,05:50,19.6*C,32.0%
01/16/22,05:50,19.6*C,32.0%
01/16/22,05:50,19.6*C,32.0%
01/16/22,05:50,19.6*C,32.1%
01/16/22,05:50,19.6*C,32.0%
01/16/22,05:51,19.6*C,32.0%
01/16/22,05:51,19.6*C,32.0%
01/16/22,05:51,19.6*C,32.0%
01/16/22,05:51,19.6*C,32.0%
01/16/22,05:51,19.6*C,32.0%
01/16/22,05:52,19.6*C,32.0%
01/16/22,05:52,19.6*C,32.0%
01/16/22,05:52,19.6*C,32.0%
01/16/22,05:52,19.6*C,32.0%
01/16/22,05:52,19.6*C,32.0%
01/16/22,05:53,19.6*C,32.0%
01/16/22,05:53,19.6*C,32.0%
01/16/22,05:53,19.6*C,31.9%
01/16/22,05:53,19.6*C,31.9%
01/16/22,05:54,19.6*C,32.0%
01/16/22,05:54,19.6*C,31.9%
01/16/22,05:54,19.6*C,32.0%
01/16/22,05:54,19.6*C,31.9%
01/16/22,05:54,19.6*C,31.9%
01/16/22,05:55,19.6*C,32.0%
01/16/22,05:55,19.6*C,32.1%
01/16/22,05:55,19.6*C,32.1%
01/16/22,05:55,19.6*C,32.1%
01/16/22,05:55,19.6*C,32.1%
01/16/22,05:56,19.6*C,32.0%
01/16/22,05:56,19.6*C,32.0%
01/16/22,05:56,19.6*C,31.8%
01/16/22,05:56,19.6*C,32.0%
01/16/22,05:57,19.6*C,32.0%
01/16/22,05:57,19.6*C,32.0%
01/16/22,05:57,19.6*C,32.0%
01/16/22,05:57,19.6*C,31.9%
01/16/22,05:58,19.6*C,31.9%
01/16/22,05:58,19.6*C,31.8%
01/16/22,05:58,19.6*C,31.8%
01/16/22,05:58,19.6*C,31.8%
01/16/22,05:58,19.7*C,31.9%
01/16/22,05:59,19.6*C,31.9%
01/16/22,05:59,19.6*C,31.9%
01/16/22,05:59,19.6*C,31.9%
01/16/22,05:59,19.6*C,31.9%
01/16/22,06:00,19.6*C,31.9%
01/16/22,06:00,19.6*C,31.9%
01/16/22,06:00,19.6*C,31.9%
01/16/22,06:00,19.6*C,31.9%
01/16/22,06:00,19.6*C,31.9%
01/16/22,06:01,19.6*C,31.9%
01/16/22,06:01,19.6*C,31.8%
01/16/22,06:01,19.6*C,31.8%
01/16/22,06:01,19.6*C,31.8%
01/16/22,06:01,19.6*C,31.8%
01/16/22,06:02,19.6*C,31.9%
01/16/22,06:02,19.6*C,31.9%
01/16/22,06:02,19.6*C,31.9%
01/16/22,06:02,19.6*C,32.0%
01/16/22,06:03,19.6*C,32.0%
01/16/22,06:03,19.6*C,32.0%
01/16/22,06:03,19.6*C,32.0%
01/16/22,06:03,19.6*C,32.0%
01/16/22,06:03,19.6*C,32.1%
01/16/22,06:04,19.6*C,32.1%
01/16/22,06:04,19.6*C,32.1%
01/16/22,06:04,19.6*C,32.1%
01/16/22,06:04,19.6*C,32.0%
01/16/22,06:04,19.6*C,32.0%
01/16/22,06:05,19.6*C,32.0%
01/16/22,06:05,19.6*C,32.1%
01/16/22,06:05,19.6*C,32.1%
01/16/22,06:05,19.6*C,32.1%
01/16/22,06:06,19.6*C,32.1%
01/16/22,06:06,19.6*C,32.1%
01/16/22,06:06,19.6*C,32.1%
01/16/22,06:06,19.6*C,32.2%
01/16/22,06:06,19.6*C,32.2%
01/16/22,06:07,19.6*C,32.2%
01/16/22,06:07,19.6*C,32.2%
01/16/22,06:07,19.6*C,32.2%
01/16/22,06:07,19.6*C,32.2%
01/16/22,06:07,19.6*C,32.2%
01/16/22,06:08,19.6*C,32.2%
01/16/22,06:08,19.6*C,32.2%
01/16/22,06:08,19.6*C,32.2%
01/16/22,06:08,19.6*C,32.3%
01/16/22,06:08,19.6*C,32.3%
01/16/22,06:09,19.6*C,32.3%
01/16/22,06:09,19.6*C,32.3%
01/16/22,06:09,19.6*C,32.3%
01/16/22,06:09,19.6*C,32.3%
01/16/22,06:10,19.6*C,32.3%
01/16/22,06:10,19.6*C,32.3%
01/16/22,06:10,19.6*C,32.5%
01/16/22,06:10,19.6*C,32.3%
01/16/22,06:10,19.6*C,32.2%
01/16/22,06:11,19.6*C,32.1%
01/16/22,06:11,19.6*C,32.1%
01/16/22,06:11,19.6*C,32.1%
01/16/22,06:12,19.6*C,32.1%
01/16/22,06:12,19.6*C,32.1%
01/16/22,06:12,19.7*C,32.3%
01/16/22,06:12,19.6*C,32.2%
01/16/22,06:12,19.6*C,32.2%
01/16/22,06:13,19.6*C,32.2%
01/16/22,06:13,19.6*C,32.3%
01/16/22,06:13,19.6*C,32.3%
01/16/22,06:13,19.6*C,32.3%
01/16/22,06:13,19.6*C,32.4%
01/16/22,06:14,19.6*C,32.3%
01/16/22,06:14,19.6*C,32.3%
01/16/22,06:14,19.6*C,32.4%
01/16/22,06:14,19.6*C,32.4%
01/16/22,06:15,19.6*C,32.4%
01/16/22,06:15,19.6*C,32.4%
01/16/22,06:15,19.6*C,32.4%
01/16/22,06:15,19.6*C,32.4%
01/16/22,06:15,19.6*C,32.4%
01/16/22,06:16,19.6*C,32.4%
01/16/22,06:16,19.6*C,32.4%
01/16/22,06:16,19.6*C,32.4%
01/16/22,06:16,19.6*C,32.4%
01/16/22,06:17,19.6*C,32.4%
01/16/22,06:17,19.6*C,32.4%
01/16/22,06:17,19.6*C,32.4%
01/16/22,06:17,19.6*C,32.4%
01/16/22,06:17,19.6*C,32.4%
01/16/22,06:18,19.6*C,32.4%
01/16/22,06:18,19.6*C,32.4%
01/16/22,06:18,19.6*C,32.4%
01/16/22,06:18,19.6*C,32.4%
01/16/22,06:19,19.6*C,32.4%
01/16/22,06:19,19.6*C,32.4%
01/16/22,06:19,19.6*C,32.4%
01/16/22,06:19,19.6*C,32.4%
01/16/22,06:20,19.6*C,32.4%
01/16/22,06:20,19.6*C,32.4%
01/16/22,06:20,19.6*C,32.4%
01/16/22,06:20,19.6*C,32.4%
01/16/22,06:21,19.6*C,32.3%
01/16/22,06:21,19.6*C,32.3%
01/16/22,06:21,19.6*C,32.3%
01/16/22,06:21,19.6*C,32.3%
01/16/22,06:21,19.6*C,32.3%
01/16/22,06:22,19.6*C,32.4%
01/16/22,06:22,19.6*C,32.4%
01/16/22,06:22,19.6*C,32.4%
01/16/22,06:22,19.6*C,32.4%
01/16/22,06:23,19.7*C,32.5%
01/16/22,06:23,19.7*C,32.5%
01/16/22,06:23,19.7*C,32.5%
01/16/22,06:23,19.6*C,32.4%
01/16/22,06:23,19.6*C,32.4%
01/16/22,06:24,19.6*C,32.5%
01/16/22,06:24,19.6*C,32.5%
01/16/22,06:24,19.7*C,32.6%
01/16/22,06:24,19.6*C,32.6%
01/16/22,06:25,19.7*C,32.6%
01/16/22,06:25,19.7*C,32.6%
01/16/22,06:25,19.7*C,32.6%
01/16/22,06:25,19.7*C,32.6%
01/16/22,06:26,19.6*C,32.5%
01/16/22,06:26,19.7*C,32.6%
01/16/22,06:26,19.7*C,32.6%
01/16/22,06:26,19.6*C,32.6%
01/16/22,06:26,19.6*C,32.5%
01/16/22,06:27,19.7*C,32.6%
01/16/22,06:27,19.6*C,32.6%
01/16/22,06:27,19.6*C,32.6%
01/16/22,06:27,19.7*C,32.6%
01/16/22,06:28,19.7*C,32.7%
01/16/22,06:28,19.6*C,32.6%
01/16/22,06:28,19.7*C,32.7%
01/16/22,06:28,19.6*C,32.6%
01/16/22,06:28,19.7*C,32.7%
01/16/22,06:29,19.7*C,32.7%
01/16/22,06:29,19.6*C,32.7%
01/16/22,06:29,19.7*C,32.8%
01/16/22,06:29,19.7*C,32.8%
01/16/22,06:30,19.7*C,32.8%
01/16/22,06:30,19.7*C,32.7%
01/16/22,06:30,19.7*C,32.8%
01/16/22,06:30,19.7*C,32.7%
01/16/22,06:31,19.7*C,32.8%
01/16/22,06:31,19.7*C,32.6%
01/16/22,06:31,19.7*C,32.6%
01/16/22,06:31,19.7*C,32.5%
01/16/22,06:31,19.7*C,32.5%
01/16/22,06:32,19.7*C,32.6%
01/16/22,06:32,19.7*C,32.5%
01/16/22,06:32,19.7*C,32.5%
01/16/22,06:33,19.7*C,32.7%
01/16/22,06:33,19.7*C,32.7%
01/16/22,06:33,19.7*C,32.8%
01/16/22,06:33,19.7*C,32.9%
01/16/22,06:34,19.7*C,32.9%
01/16/22,06:34,19.7*C,32.9%
01/16/22,06:34,19.7*C,32.9%
01/16/22,06:34,19.7*C,32.8%
01/16/22,06:35,19.7*C,32.8%
01/16/22,06:35,19.7*C,32.8%
01/16/22,06:35,19.7*C,32.9%
01/16/22,06:35,19.7*C,32.9%
01/16/22,06:35,19.7*C,32.9%
01/16/22,06:36,19.7*C,32.9%
01/16/22,06:36,19.7*C,32.9%
01/16/22,06:36,19.7*C,32.9%
01/16/22,06:36,19.7*C,33.0%
01/16/22,06:37,19.7*C,33.1%
01/16/22,06:37,19.7*C,33.1%
01/16/22,06:37,19.7*C,33.1%
01/16/22,06:37,19.7*C,33.1%
01/16/22,06:37,19.7*C,33.1%
01/16/22,06:38,19.7*C,33.1%
01/16/22,06:38,19.7*C,32.9%
01/16/22,06:38,19.7*C,33.0%
01/16/22,06:38,19.7*C,33.1%
01/16/22,06:39,19.7*C,33.1%
01/16/22,06:39,19.7*C,33.1%
01/16/22,06:39,19.7*C,33.1%
01/16/22,06:39,19.7*C,33.1%
01/16/22,06:39,19.7*C,33.2%
01/16/22,06:40,19.7*C,33.2%
01/16/22,06:40,19.7*C,33.2%
01/16/22,06:40,19.7*C,33.3%
01/16/22,06:40,19.7*C,33.3%
01/16/22,06:41,19.7*C,33.3%
01/16/22,06:41,19.8*C,33.4%
01/16/22,06:41,19.7*C,33.3%
01/16/22,06:41,19.7*C,33.3%
01/16/22,06:42,19.7*C,33.3%
01/16/22,06:42,19.7*C,33.3%
01/16/22,06:42,19.7*C,33.3%
01/16/22,06:42,19.7*C,33.3%
01/16/22,06:42,19.7*C,33.3%
01/16/22,06:43,19.7*C,33.3%
01/16/22,06:43,19.8*C,33.4%
01/16/22,06:43,19.8*C,33.4%
01/16/22,06:43,19.7*C,33.3%
01/16/22,06:43,19.7*C,33.3%
01/16/22,06:44,19.7*C,33.3%
01/16/22,06:44,19.7*C,33.3%
01/16/22,06:44,19.7*C,33.3%
01/16/22,06:44,19.7*C,33.3%
01/16/22,06:45,19.7*C,33.3%
01/16/22,06:45,19.8*C,33.4%
01/16/22,06:45,19.7*C,33.3%
01/16/22,06:45,19.7*C,33.4%
01/16/22,06:45,19.7*C,33.4%
01/16/22,06:46,19.7*C,33.4%
01/16/22,06:46,19.7*C,33.4%
01/16/22,06:46,19.7*C,33.4%
01/16/22,06:46,19.7*C,33.3%
01/16/22,06:47,19.7*C,33.3%
01/16/22,06:47,19.7*C,33.2%
01/16/22,06:47,19.7*C,33.2%
01/16/22,06:47,19.7*C,33.2%
01/16/22,06:47,19.7*C,33.2%
01/16/22,06:48,19.7*C,33.3%
01/16/22,06:48,19.7*C,33.4%
01/16/22,06:48,19.7*C,33.4%
01/16/22,06:48,19.8*C,33.4%
01/16/22,06:48,19.7*C,33.4%
01/16/22,06:49,19.7*C,33.3%
01/16/22,06:49,19.7*C,33.3%
01/16/22,06:49,19.8*C,33.4%
01/16/22,06:50,19.7*C,33.3%
01/16/22,06:50,19.7*C,33.3%
01/16/22,06:50,19.8*C,33.3%
01/16/22,06:50,19.7*C,33.2%
01/16/22,06:51,19.8*C,33.4%
01/16/22,06:51,19.7*C,33.3%
01/16/22,06:51,19.7*C,33.3%
01/16/22,06:51,19.7*C,33.3%
01/16/22,06:51,19.7*C,33.3%
01/16/22,06:52,19.8*C,33.4%
01/16/22,06:52,19.7*C,33.3%
01/16/22,06:52,19.7*C,33.2%
01/16/22,06:52,19.7*C,33.2%
01/16/22,06:52,19.7*C,33.2%
01/16/22,06:53,19.8*C,33.4%
01/16/22,06:53,19.7*C,33.3%
01/16/22,06:53,19.8*C,33.4%
01/16/22,06:53,19.8*C,33.4%
01/16/22,06:54,19.8*C,33.4%
01/16/22,06:54,19.8*C,33.4%
01/16/22,06:54,19.7*C,33.4%
01/16/22,06:54,19.7*C,33.3%
01/16/22,06:54,19.7*C,33.3%
01/16/22,06:55,19.7*C,33.3%
01/16/22,06:55,19.7*C,33.3%
01/16/22,06:55,19.7*C,33.3%
01/16/22,06:55,19.7*C,33.2%
01/16/22,06:56,19.8*C,33.4%
01/16/22,06:56,19.8*C,33.4%
01/16/22,06:56,19.8*C,33.4%
01/16/22,06:56,19.7*C,33.3%
01/16/22,06:56,19.8*C,33.4%
01/16/22,06:57,19.8*C,33.4%
01/16/22,06:57,19.7*C,33.3%
01/16/22,06:57,19.8*C,33.4%
01/16/22,06:57,19.7*C,33.3%
01/16/22,06:58,19.8*C,33.4%
01/16/22,06:58,19.7*C,33.3%
01/16/22,06:58,19.8*C,33.4%
01/16/22,06:58,19.8*C,33.4%
